,Unnamed: 0,parl_id,syls,parly,gender,name,wikidataid,county,constituency,region,msp_type,office_held,year_born,age
858,859,4987,226939,5th,M,Miles Briggs,Q24052672,,,Lothian,Region,,1983,38
859,860,5009,267436,5th,M,Willie Rennie,Q2581473,Fife,North East Fife,Mid Scotland and Fife,Constituency,,1967,54
860,861,5034,58863,5th,F,Jenny Marra,Q1687049,,,North East Scotland,Region,,1977,44
861,862,5042,103021,5th,M,Mark Griffin,Q1900077,,,Central Scotland,Region,,1985,36
862,863,5054,251844,5th,M,Neil Findlay,Q979197,,,Lothian,Region,,1969,52
863,864,5059,134459,5th,F,Mary Fee,Q1906255,,,West Scotland,Region,,1954,67
864,865,5060,106078,5th,M,Neil Bibby,Q1557330,,,West Scotland,Region,,1983,38
865,866,5074,65746,5th,M,Gordon MacDonald,Q1538053,City of Edinburgh,Edinburgh Pentlands,Lothian,Constituency,,1960,61
866,867,5075,90936,5th,M,David Torrance ,Q1176878,Fife,Kirkcaldy,Mid Scotland and Fife,Constituency,,1961,60
867,868,5106,238733,5th,M,Kevin Stewart,Q1740263,Aberdeen City,Aberdeen Central,North East Scotland,Constituency,,1968,53
868,869,5106,238733,5th,M,Kevin Stewart,Q1740263,Aberdeen City,Aberdeen Central,North East Scotland,Constituency,The Minister for Local Government and Housing,1968,53
869,870,5106,238733,5th,M,Kevin Stewart,Q1740263,Aberdeen City,Aberdeen Central,North East Scotland,Constituency,"The Minister for Local Government, Housing and Planning",1968,53
870,871,5107,235094,5th,M,Graeme Dey,Q1349075,Angus,Angus South,North East Scotland,Constituency,,1962,59
871,872,5107,235094,5th,M,Graeme Dey,Q1349075,Angus,Angus South,North East Scotland,Constituency,The Minister for Parliamentary Business and Veterans,1962,59
872,873,5110,203639,5th,M,John Mason,Q1700987,Glasgow City,Glasgow Shettleston,Glasgow,Constituency,,1957,64
873,874,5119,227190,5th,M,Alex Rowley,Q16191157,,,Mid Scotland and Fife,Region,,1963,58
874,875,5578,252559,5th,F,Gillian Martin,Q24014282,Aberdeenshire,Aberdeenshire East,North East Scotland,Constituency,,1969,52
875,876,5579,202069,5th,M,Richard Leonard,Q24039896,,,Central Scotland,Region,,1962,59
876,877,5580,284837,5th,F,Monica Lennon,Q24039899,,,Central Scotland,Region,,1981,40
877,878,5586,173818,5th,M,Anas Sarwar,Q478812,,,Glasgow,Region,,1983,38
878,879,5587,76719,5th,F,Mairi Evans,Q24014894,Angus,Angus North and Mearns,North East Scotland,Constituency,,1985,36
879,880,5587,76719,5th,F,Mairi Evans,Q24014894,Angus,Angus North and Mearns,North East Scotland,Constituency,The Minister for Rural Affairs and the Natural Environment,1985,36
880,881,5587,76719,5th,F,Mairi Evans,Q24014894,Angus,Angus North and Mearns,North East Scotland,Constituency,"The Minister for Public Health, Sport and Wellbeing",1985,36
881,882,5591,113779,5th,F,Gail Ross,Q23982037,Highland,"Caithness, Sutherland and Ross",Highlands and Islands,Constituency,,1977,44
882,883,5591,113779,5th,F,Gail Ross,Q23982037,Highland,"Caithness, Sutherland and Ross",Highlands and Islands,Constituency,The Parliamentary Liaison Officer to the Office of the First Minister,1977,44
883,884,5592,605105,5th,F,Jeane Freeman,Q16250806,East Ayrshire,"Carrick, Cumnock and Doon Valley",South Scotland,Constituency,,1953,68
884,885,5592,605105,5th,F,Jeane Freeman,Q16250806,East Ayrshire,"Carrick, Cumnock and Doon Valley",South Scotland,Constituency,The Minister for Social Security,1953,68
885,886,5592,605105,5th,F,Jeane Freeman,Q16250806,East Ayrshire,"Carrick, Cumnock and Doon Valley",South Scotland,Constituency,The Cabinet Secretary for Health and Sport,1953,68
886,887,5596,238640,5th,M,Fulton MacGregor,Q24052668,North Lanarkshire,Coatbridge and Chryston,Central Scotland,Constituency,,1980,41
887,888,5598,190417,5th,F,Ruth Maguire,Q24034376,North Ayrshire,Cunninghame South,West Scotland,Constituency,,1978,43
888,889,5604,285268,5th,M,Daniel Johnson,Q24052669,City of Edinburgh,Edinburgh Southern,Lothian,Constituency,,1977,44
889,890,5605,170116,5th,F,Ash Denham,Q24052667,City of Edinburgh,Edinburgh Eastern,Lothian,Constituency,,1974,47
890,891,5605,170116,5th,F,Ash Denham,Q24052667,City of Edinburgh,Edinburgh Eastern,Lothian,Constituency,The Minister for Community Safety,1974,47
891,892,5608,183612,5th,M,Ben Macpherson,Q24052665,City of Edinburgh,Edinburgh Northern and Leith,Lothian,Constituency,,1980,41
892,893,5608,183612,5th,M,Ben Macpherson,Q24052665,City of Edinburgh,Edinburgh Northern and Leith,Lothian,Constituency,The Parliamentary Liaison Officer to the Office of the First Minister,1980,41
893,894,5608,183612,5th,M,Ben Macpherson,Q24052665,City of Edinburgh,Edinburgh Northern and Leith,Lothian,Constituency,"The Minister for Europe, Migration and International Development",1980,41
894,895,5608,183612,5th,M,Ben Macpherson,Q24052665,City of Edinburgh,Edinburgh Northern and Leith,Lothian,Constituency,The Minister for Public Finance and Migration,1980,41
895,896,5608,183612,5th,M,Ben Macpherson,Q24052665,City of Edinburgh,Edinburgh Northern and Leith,Lothian,Constituency,The Minister for Rural Affairs and the Natural Environment,1980,41
896,897,5612,184161,5th,M,Ivan McKee,Q24052670,Glasgow City,Glasgow Provan,Glasgow,Constituency,,1963,58
897,898,5612,184161,5th,M,Ivan McKee,Q24052670,Glasgow City,Glasgow Provan,Glasgow,Constituency,"The Minister for Trade, Investment and Innovation",1963,58
898,899,5612,184161,5th,M,Ivan McKee,Q24052670,Glasgow City,Glasgow Provan,Glasgow,Constituency,"The Minister for Trade, Innovation and Public Finance",1963,58
899,900,5613,162363,5th,F,Jenny Gilruth,Q24026044,Fife,Mid Fife and Glenrothes,Mid Scotland and Fife,Constituency,,1980,41
900,901,5613,162363,5th,F,Jenny Gilruth,Q24026044,Fife,Mid Fife and Glenrothes,Mid Scotland and Fife,Constituency,The Minister for Europe and International Development,1980,41
901,902,5618,212095,5th,F,Clare Haughey,Q24025938,South Lanarkshire,Rutherglen,Glasgow,Constituency,,1967,54
902,903,5618,212095,5th,F,Clare Haughey,Q24025938,South Lanarkshire,Rutherglen,Glasgow,Constituency,The Minister for Mental Health,1967,54
903,904,5621,273738,5th,F,Kate Forbes,Q24039479,Highland,"Skye, Lochaber and Badenoch",Highlands and Islands,Constituency,,1990,31
904,905,5621,273738,5th,F,Kate Forbes,Q24039479,Highland,"Skye, Lochaber and Badenoch",Highlands and Islands,Constituency,The Minister for Public Finance and Digital Economy,1990,31
905,906,5621,273738,5th,F,Kate Forbes,Q24039479,Highland,"Skye, Lochaber and Badenoch",Highlands and Islands,Constituency,The Cabinet Secretary for Finance,1990,31
906,907,5622,181342,5th,F,Rona Mackay,Q24039795,East Dunbartonshire,Strathkelvin and Bearsden,West Scotland,Constituency,,na,66
907,908,5638,310127,5th,M,Colin Smyth,Q24036539,,,South Scotland,Region,,1972,49
908,909,5651,271078,5th,M,Liam Kerr,Q24052676,,,North East Scotland,Region,,1975,46
909,910,5665,93795,5th,M,Alexander Burnett,Q24034422,Aberdeenshire,Aberdeenshire West,North East Scotland,Constituency,,1973,48
910,911,5669,211821,5th,F,Maree Todd,Q24034387,,,Highlands and Islands,Region,,na,66
911,912,5669,211821,5th,F,Maree Todd,Q24034387,,,Highlands and Islands,Region,The Minister for Childcare and Early Years,na,66
912,913,5669,211821,5th,F,Maree Todd,Q24034387,,,Highlands and Islands,Region,The Minister for Children and Young People,na,66
913,914,5677,248997,5th,M,Donald Cameron,Q24052673,,,Highlands and Islands,Region,,1976,45
914,915,5679,114901,5th,M,Peter Chapman,Q24052675,,,North East Scotland,Region,,1950,71
915,916,5695,233704,5th,M,Andy Wightman,Q19667404,,,Lothian,Region,,1963,58
916,917,5698,301083,5th,M,Jamie Greene,Q24039791,,,West Scotland,Region,,1980,41
917,918,5700,184340,5th,M,Maurice Corry,Q24039805,,,West Scotland,Region,,1950,71
918,919,5709,130801,5th,M,Oliver Mundell,Q24034308,Dumfries and Galloway,Dumfriesshire,South Scotland,Constituency,,1989,32
919,920,5757,193113,5th,M,Ross Greer,Q24034374,,,West Scotland,Region,,1994,27
920,921,5769,207943,5th,F,Rachael Hamilton,Q24034267,,,South Scotland,Region,,1970,51
921,922,5769,207943,5th,F,Rachael Hamilton,Q24034267,Scottish Borders,"Ettrick, Roxburgh and Berwickshire",South Scotland,Constituency,,1970,51
922,923,5771,243000,5th,F,Emma Harper,Q24034416,,,South Scotland,Region,,na,66
923,924,5781,111663,5th,F,Alison Harris,Q24039903,,,Central Scotland,Region,,1965,56
924,925,5782,147889,5th,M,Finlay Carson,Q24034357,Dumfries and Galloway,Galloway and West Dumfries,South Scotland,Constituency,,1967,54
925,926,5783,224460,5th,M,Adam Tomkins,Q4679900,,,Glasgow,Region,,1969,52
926,927,5788,197379,5th,F,Annie Wells,Q24052671,,,Glasgow,Region,,1972,49
927,928,5793,291780,5th,M,Brian Whittle,Q514743,,,South Scotland,Region,,1964,57
928,929,5797,150462,5th,F,Michelle Ballantyne,Q30026790,,,South Scotland,Region,,1962,59
929,930,5800,183272,5th,M,Jamie Halcro Johnston,Q30260625,,,Highlands and Islands,Region,,1975,46
930,931,5809,192897,5th,M,Dean Lockhart,Q24052679,,,Mid Scotland and Fife,Region,,1968,53
931,932,5815,331608,5th,M,Alex Cole-Hamilton,Q24045406,City of Edinburgh,Edinburgh Western,Lothian,Constituency,,1977,44
932,933,5866,193317,5th,M,Alexander Stewart,Q24052680,,,Mid Scotland and Fife,Region,,1962,59
933,934,5868,170180,5th,M,Tom Arthur,Q24039804,Renfrewshire,Renfrewshire South,West Scotland,Constituency,,1985,36
934,935,5877,149486,5th,M,Jeremy Balfour,Q24052677,,,Lothian,Region,,1967,54
935,936,5929,55641,5th,M,Tom Mason,Q30263201,,,North East Scotland,Region,,1942,79
936,937,6090,68843,5th,M,Bill Bowman,Q28020296,,,North East Scotland,Region,,1950,71
937,938,15631,41941,5th,F,Beatrice Wishart,Q66825436,Shetland Islands,Shetland Islands,Highlands and Islands,Constituency,,1955,66
